0.010000,-83.853031
0.020000,-83.853061
0.030000,-83.853092
0.040000,-83.853122
0.050000,-83.853153
0.060000,-83.853183
0.070000,-83.853214
0.080000,-83.853244
0.090000,-83.853274
0.100000,-83.853305
0.110000,-83.853335
0.120000,-83.853366
0.130000,-83.853396
0.140000,-83.853426
0.150000,-83.853457
0.160000,-83.853487
0.170000,-83.853517
0.180000,-83.853548
0.190000,-83.853578
0.200000,-83.853608
0.210000,-83.853639
0.220000,-83.853669
0.230000,-83.853699
0.240000,-83.853729
0.250000,-83.853760
0.260000,-83.853790
0.270000,-83.853820
0.280000,-83.853850
0.290000,-83.853881
0.300000,-83.853911
0.310000,-83.853941
0.320000,-83.853971
0.330000,-83.854001
0.340000,-83.854031
0.350000,-83.854061
0.360000,-83.854091
0.370000,-83.854122
0.380000,-83.854152
0.390000,-83.854182
0.400000,-83.854212
0.410000,-83.854242
0.420000,-83.854272
0.430000,-83.854302
0.440000,-83.854332
0.450000,-83.854362
0.460000,-83.854392
0.470000,-83.854422
0.480000,-83.854452
0.490000,-83.854482
0.500000,-83.854512
0.510000,-83.854541
0.520000,-83.854571
0.530000,-83.854601
0.540000,-83.854631
0.550000,-83.854661
0.560000,-83.854691
0.570000,-83.854721
0.580000,-83.854751
0.590000,-83.854780
0.600000,-83.854810
0.610000,-83.854840
0.620000,-83.854870
0.630000,-83.854900
0.640000,-83.854929
0.650000,-83.854959
0.660000,-83.854989
0.670000,-83.855019
0.680000,-83.855048
0.690000,-83.855078
0.700000,-83.855108
0.710000,-83.855137
0.720000,-83.855167
0.730000,-83.855197
0.740000,-83.855226
0.750000,-83.855256
0.760000,-83.855286
0.770000,-83.855315
0.780000,-83.855345
0.790000,-83.855375
0.800000,-83.855404
0.810000,-83.855434
0.820000,-83.855463
0.830000,-83.855493
0.840000,-83.855522
0.850000,-83.855552
0.860000,-83.855581
0.870000,-83.855611
0.880000,-83.855640
0.890000,-83.855670
0.900000,-83.855699
0.910000,-83.855729
0.920000,-83.855758
0.930000,-83.855788
0.940000,-83.855817
0.950000,-83.855847
0.960000,-83.855876
0.970000,-83.855906
0.980000,-83.855935
0.990000,-83.855964
1.000000,-83.855994
1.010000,-83.856023
1.020000,-83.856053
1.030000,-83.856082
1.040000,-83.856111
1.050000,-83.856141
1.060000,-83.856170
1.070000,-83.856199
1.080000,-83.856229
1.090000,-83.856258
1.100000,-83.856287
1.110000,-83.856316
1.120000,-83.856346
1.130000,-83.856375
1.140000,-83.856404
1.150000,-83.856433
1.160000,-83.856463
1.170000,-83.856492
1.180000,-83.856521
1.190000,-83.856550
1.200000,-83.856580
1.210000,-83.856609
1.220000,-83.856638
1.230000,-83.856667
1.240000,-83.856696
1.250000,-83.856725
